CV-structure	X_%PULT_Tk	B_%PULT_Tk	B_%APULT_Tk	C_%PULT_Tk	G_%ULT_Tk	G_%PULT_Tk	G_%APULT_Tk	I_%PULT_Tk	I_%APULT_Tk	N_%PULT_Tk	P_%PULT_Tk	R_%PULT_Tk	S_%PULT_Tk	S_%APULT_Tk	S_%PAPULT_Tk	V_%ULT_Tk	V_%PULT_Tk	V_%APULT_Tk	V_%PAPULT_Tk	X_nPULT_Tk	B_nPULT_Tk	B_nAPULT_Tk	C_nPULT_Tk	G_nULT_Tk	G_nPULT_Tk	G_nAPULT_Tk	I_nPULT_Tk	I_nAPULT_Tk	N_nPULT_Tk	P_nPULT_Tk	R_nPULT_Tk	S_nPULT_Tk	S_nAPULT_Tk	S_nPAPULT_Tk	V_nULT_Tk	V_nPULT_Tk	V_nAPULT_Tk	V_nPAPULT_Tk
CCCVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0
CCCVCCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	0
CCCVCCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66.6666666666667	0	33.3333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	1
CCCVCCCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	NA	NA	NA	NA
CCCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	80	0	NA	NA	NA	NA	NA	183	0	0	0	131	0	0
CCCVCCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVCCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	89.6551724137931	10.3448275862069	0	NA	NA	NA	NA	0	9	0	NA	NA	NA	NA	NA	4	0	0	0	26	3	0
CCCVCCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	50	50	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	1	0
CCCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	14.2857142857143	85.7142857142857	0	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	0	1	6	0
CCCVCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCCVCCVCV	NA	NA	NA	NA	0	3.7037037037037	96.2962962962963	NA	NA	NA	NA	NA	100	0	0	0	67.5	32.5	0	NA	NA	NA	NA	0	2	52	NA	NA	NA	NA	NA	87	0	0	0	54	26	0
CCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	0	1	0	0
CCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	12.5	87.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	14	0
CCCVCCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	18	0	0	0	3	0	0
CCCVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CCCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	85	15	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	17	3	0
CCCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	0	0	10	0
CCCVCV	100	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	1	NA	NA	NA	0	173	0	NA	NA	NA	NA	NA	468	0	0	0	140	0	0
CCCVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	69.1176470588235	30.8823529411765	0	0	90	10	0	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	47	21	0	0	36	4	0
CCCVCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCCVCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	66.6666666666667	33.3333333333333	0	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	0	8	4	0
CCCVCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	3	0
CCCVCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	0
CCCVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	NA
CCCVCVCV	100	NA	NA	NA	0	83.8709677419355	16.1290322580645	NA	NA	NA	NA	NA	100	0	0	0	33.7209302325581	66.2790697674419	0	1	NA	NA	NA	0	26	5	NA	NA	NA	NA	NA	14	0	0	0	58	114	0
CCCVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	6	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCCVCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVCVCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	0	58.8235294117647	41.1764705882353	0	NA	NA	NA	NA	0	0	9	NA	NA	NA	NA	NA	NA	NA	NA	0	10	7	0
CCCVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	0	0	0	7	0	0
CCCVCVCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCCVCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCCVCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	14	0	NA	NA	NA	NA	NA	20	0	0	0	8	0	0
CCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	0	1	0	0
CCCVVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	0
CCCVVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	1	0	0
CCCVVCCVCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	2	0	NA	NA	NA	NA	NA	1	0	0	0	1	0	0
CCCVVCCVCVCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	53	0	NA	NA	NA	NA	NA	2	0	0	NA	NA	NA	NA
CCCVVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0
CCCVVCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCCVVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	85.7142857142857	14.2857142857143	0	NA	NA	NA	NA	0	6	0	NA	NA	NA	NA	NA	NA	NA	NA	0	6	1	0
CCCVVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	11	0	NA	NA	NA	NA	NA	81	0	0	0	1	0	0
CCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0
CCCVVCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62.5	37.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	3	0
CCCVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0	0	0	2	0	0
CCCVVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCCVVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	75	25	0	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	0
CCCVVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCV	NA	NA	NA	NA	0	100	0	100	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	412	0	12	0	NA	NA	NA	40	0	0	NA	NA	NA	NA
CCVCC	NA	NA	NA	NA	NA	NA	NA	100	0	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	0	NA	NA	NA	12	0	0	NA	NA	NA	NA
CCVCCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	0	41	0	NA	NA	NA	NA	NA	79	0	0	0	5	0	0
CCVCCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	NA	NA	NA	NA
CCVCCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVCCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	0	7	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	66.6666666666667	33.3333333333333	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	1	0
CCVCCCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0
CCVCCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63	0	0	0	3	0	0
CCVCCCVVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0	0	0	3	0	0
CCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	0
CCVCCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	1	0
CCVCCV	NA	100	0	NA	0	100	0	100	0	100	100	NA	100	0	0	0	100	0	0	NA	477	0	NA	0	2397	0	32	0	13	61	NA	1862	0	0	0	918	0	0
CCVCCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33.3333333333333	66.6666666666667	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	2	0
CCVCCVCCV	NA	100	0	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	81.7647058823529	18.2352941176471	0	NA	8	0	NA	0	52	0	NA	NA	NA	NA	NA	279	0	0	0	278	62	0
CCVCCVCCVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	NA	NA	NA	0	29	0	0
CCVCCVCCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	5	0
CCVCCVCCVCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	0	48.780487804878	46.9512195121951	4.26829268292683	NA	NA	NA	NA	0	0	19	NA	NA	NA	NA	NA	17	0	0	0	80	77	7
CCVCCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	0	0	0	2	0	0
CCVCCVCCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCCVCCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	10	0
CCVCCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	0	0	NA	NA	NA	NA
CCVCCVCCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCCVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	71.4285714285714	28.5714285714286	0	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	17	0	0	0	5	2	0
CCVCCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CCVCCVCV	100	NA	NA	NA	0	55.9440559440559	44.0559440559441	NA	NA	NA	NA	NA	48.7676056338028	51.2323943661972	0	0	50	50	0	3	NA	NA	NA	0	80	63	NA	NA	NA	NA	NA	277	291	0	0	478	478	0
CCVCCVCVCCV	NA	100	0	NA	0	95	5	NA	NA	NA	NA	NA	100	0	0	0	98.4615384615385	1.53846153846154	0	NA	13	0	NA	0	19	1	NA	NA	NA	NA	NA	75	0	0	0	64	1	0
CCVCCVCVCCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCCVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	28.5714285714286	71.4285714285714	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0	2	5	0
CCVCCVCVCCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCCVCVCCVV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	5	0	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCVCCVCVCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCCVCVCV	100	NA	NA	NA	0	92.3076923076923	7.69230769230769	NA	NA	NA	NA	NA	35.6589147286822	64.3410852713178	0	0	48.2926829268293	50.2439024390244	1.46341463414634	1	NA	NA	NA	0	72	6	NA	NA	NA	NA	NA	46	83	0	0	99	103	3
CCVCCVCVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	0	3	0	0
CCVCCVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	62.5	37.5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	9	0
CCVCCVCVCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVCCVCVV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	100	0	0	9.09090909090909	90.9090909090909	0	0	NA	NA	NA	NA	0	0	7	NA	NA	NA	NA	NA	14	0	0	1	10	0	0
CCVCCVCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	0	0	NA	NA	NA	NA
CCVCCVCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCCVV	NA	100	0	NA	0	100	0	100	0	100	NA	NA	100	0	0	0	100	0	0	NA	444	0	NA	0	235	0	1	0	1	NA	NA	283	0	0	0	75	0	0
CCVCCVVCCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	92.3076923076923	7.69230769230769	0	NA	NA	NA	NA	0	109	0	NA	NA	NA	NA	NA	17	0	0	0	36	3	0
CCVCCVVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0
CCVCCVVCCVCVCCV	NA	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVCCVVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	100	0	0	0	84.9122807017544	15.0877192982456	0	NA	NA	NA	NA	0	31	0	NA	NA	NA	NA	NA	69	0	0	0	242	43	0
CCVCCVVCVCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	4	0	0
CCVCCVVCVCCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCCVVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	17.3913043478261	82.6086956521739	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	0	0	0	4	19	0
CCVCCVVCVCVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0
CCVCCVVCVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0	0	NA	NA	NA	NA
CCVCCVVCVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0
CCVCCVVCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	0	0	NA	NA	NA	NA
CCVCCVVV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	2	0	0
CCVCCVVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	2	0
CCVCV	NA	100	0	100	0	100	0	100	0	NA	NA	NA	100	0	0	0	100	0	0	NA	332	0	86	0	886	0	55	0	NA	NA	NA	1703	0	0	0	1964	0	0
CCVCVCCCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA
CCVCVCCCVCV	NA	NA	NA	NA	0	100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CCVCVCCCVVCV	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	100	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0
CCVCVCCV	NA	100	0	NA	0	95.7446808510638	4.25531914893617	NA	NA	NA	NA	NA	98.9263803680982	1.07361963190184	0	0	96.9939879759519	3.0060120240481	0	NA	46	0	NA	0	180	8	NA	NA	NA	NA	NA	645	7	0	0	484	15	0
CCVCVCCVCCV	NA	NA	NA	NA	0	0	100	NA	NA	NA	NA	NA	96.2962962962963	3.7037037037037	0	0	81.25	18.75	0	NA	NA	NA	NA	0	0	4	NA	NA	NA	NA	NA	26	1	0	0	39	9	0
