3lett	S2_%ULT_Ty	S2_%PULT_Ty	S3_%ULT_Ty	S3_%PULT_Ty	S3_%APULT_Ty	S4_%ULT_Ty	S4_%PULT_Ty	S4_%APULT_Ty	S4_%PAPULT_Ty	S5_%ULT_Ty	S5_%PULT_Ty	S5_%APULT_Ty	S5_%PAPULT_Ty	S6_%ULT_Ty	S6_%PULT_Ty	S6_%APULT_Ty	S6_%PAPULT_Ty	S7_%ULT_Ty	S7_%PULT_Ty	S7_%APULT_Ty	S7_%PAPULT_Ty	S8_%ULT_Ty	S8_%PULT_Ty	S8_%APULT_Ty	S9_%PULT_Ty	S10_%PULT_Ty	S10_%APULT_Ty	S11_%PULT_Ty	S2_nULT_Ty	S2_nPULT_Ty	S3_nULT_Ty	S3_nPULT_Ty	S3_nAPULT_Ty	S4_nULT_Ty	S4_nPULT_Ty	S4_nAPULT_Ty	S4_nPAPULT_Ty	S5_nULT_Ty	S5_nPULT_Ty	S5_nAPULT_Ty	S5_nPAPULT_Ty	S6_nULT_Ty	S6_nPULT_Ty	S6_nAPULT_Ty	S6_nPAPULT_Ty	S7_nULT_Ty	S7_nPULT_Ty	S7_nAPULT_Ty	S7_nPAPULT_Ty	S8_nULT_Ty	S8_nPULT_Ty	S8_nAPULT_Ty	S9_nPULT_Ty	S10_nPULT_Ty	S10_nAPULT_Ty	S11_nPULT_Ty
cof	NA	100	NA	NA	100	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cog	NA	100	8.333333333	54.16666667	37.5	NA	75	25	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	2	13	9	NA	12	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coi	100	NA	NA	66.66666667	33.33333333	NA	100	NA	NA	7.407407407	51.85185185	40.74074074	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1	NA	13	NA	NA	2	14	11	NA	NA	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
col	22.22222222	77.77777778	4.379562044	90.51094891	5.109489051	2.259887006	80.2259887	16.38418079	1.129943503	2.597402597	67.53246753	27.27272727	2.597402597	NA	79.16666667	20.83333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	21	6	124	7	4	142	29	2	2	52	21	2	NA	19	5	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA
com	21.42857143	78.57142857	6.532663317	81.40703518	12.06030151	6.12244898	77.04081633	16.07142857	0.765306122	1.477832512	73.39901478	24.13793103	0.985221675	12	68	20	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	6	22	13	162	24	24	302	63	3	3	149	49	2	6	34	10	NA	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA
con	14.28571429	85.71428571	8.060453401	87.65743073	4.282115869	4.659832246	80.24231128	15.00465983	0.093196645	1.442307692	66.02564103	30.92948718	1.602564103	3.968253968	57.14285714	38.88888889	NA	7.692307692	61.53846154	30.76923077	NA	NA	100	NA	NA	NA	NA	NA	6	36	32	348	17	50	861	161	1	9	412	193	10	5	72	49	NA	1	8	4	NA	NA	1	NA	NA	NA	NA	NA
coo	NA	NA	NA	NA	NA	NA	33.33333333	66.66666667	NA	16.66666667	83.33333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	2	10	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
cop	8.333333333	91.66666667	4	84	12	NA	68.75	31.25	NA	NA	92.85714286	7.142857143	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	1	11	2	42	6	NA	22	10	NA	NA	13	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
cor	16.66666667	83.33333333	3.664921466	84.29319372	12.04188482	3.550295858	81.65680473	14.79289941	NA	3.333333333	66.66666667	30	NA	NA	57.14285714	42.85714286	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	6	30	7	161	23	6	138	25	NA	2	40	18	NA	NA	8	6	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
cos	20.83333333	79.16666667	3.797468354	86.07594937	10.12658228	5.084745763	72.03389831	22.88135593	NA	1.408450704	66.1971831	32.3943662	NA	NA	47.61904762	52.38095238	NA	25	75	NA	NA	NA	100	NA	NA	NA	NA	NA	5	19	3	68	8	6	85	27	NA	1	47	23	NA	NA	10	11	NA	1	3	NA	NA	NA	1	NA	NA	NA	NA	NA
cot	NA	100	22.22222222	44.44444444	33.33333333	NA	100	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2	4	3	NA	12	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cou	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cov	NA	100	NA	72.72727273	27.27272727	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	8	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
coz	20	80	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	4	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cra	NA	100	NA	78.57142857	21.42857143	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	11	3	NA	3	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cre	9.677419355	90.32258065	4.545454545	67.27272727	28.18181818	NA	65.43209877	33.33333333	1.234567901	28.57142857	57.14285714	14.28571429	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	28	5	74	31	NA	53	27	1	2	4	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cri	6.666666667	93.33333333	10.25641026	61.53846154	28.20512821	7.692307692	75	15.38461538	1.923076923	6.25	68.75	25	NA	NA	88.88888889	11.11111111	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	14	4	24	11	4	39	8	1	1	11	4	NA	NA	8	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
cro	8.333333333	91.66666667	3.703703704	79.62962963	16.66666667	2.857142857	57.14285714	37.14285714	2.857142857	NA	60.86956522	39.13043478	NA	NA	NA	100	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	2	22	2	43	9	1	20	13	1	NA	14	9	NA	NA	NA	2	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA
cru	NA	100	6.25	93.75	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	1	15	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cua	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cub	20	80	NA	91.66666667	8.333333333	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	11	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuc	25	75	3.846153846	76.92307692	19.23076923	4.166666667	87.5	8.333333333	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	1	20	5	1	21	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cud	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuf	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cug	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cui	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cul	14.28571429	85.71428571	12.5	75	12.5	5.263157895	84.21052632	5.263157895	5.263157895	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	6	2	12	2	1	16	1	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cum	33.33333333	66.66666667	NA	60	40	NA	80	NA	20	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	NA	3	2	NA	4	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
cun	NA	100	NA	66.66666667	33.33333333	NA	25	75	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	1	NA	1	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cuo	NA	100	NA	41.66666667	58.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	5	7	NA	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cup	NA	100	NA	60	40	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3	2	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cur	23.07692308	76.92307692	2.702702703	89.18918919	8.108108108	4.166666667	54.16666667	41.66666667	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	20	1	33	3	1	13	10	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cus	50	50	11.11111111	88.88888889	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	8	NA	NA	14	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cut	NA	100	NA	80	20	NA	16.66666667	83.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	4	1	NA	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cyr	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'a	NA	100	2.777777778	88.88888889	8.333333333	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	32	3	NA	3	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'e	50	50	NA	100	NA	50	50	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	2	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'i	NA	NA	NA	100	NA	NA	66.66666667	33.33333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'o	NA	100	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
d'u	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dab	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dac	50	50	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dad	20	80	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	NA	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
daf	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dag	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dai	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dak	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dal	25	75	NA	81.25	18.75	25	50	25	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	NA	13	3	1	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dam	NA	100	NA	77.77777778	22.22222222	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	7	2	NA	9	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dan	25	75	4.651162791	86.04651163	9.302325581	NA	85.71428571	14.28571429	NA	NA	60	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9	2	37	4	NA	24	4	NA	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dap	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dar	8.333333333	91.66666667	NA	26.08695652	73.91304348	NA	57.14285714	28.57142857	14.28571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	44	NA	12	34	NA	4	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
das	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dat	NA	100	7.142857143	64.28571429	28.57142857	NA	60	40	NA	NA	60	40	NA	NA	50	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	9	4	NA	3	2	NA	NA	3	2	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dav	50	50	NA	44.44444444	55.55555556	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	NA	4	5	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
daz	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
de'	NA	100	100	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dea	NA	100	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deb	NA	100	7.692307692	30.76923077	61.53846154	4.545454545	86.36363636	9.090909091	NA	NA	88.88888889	11.11111111	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	4	8	1	19	2	NA	NA	8	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
dec	66.66666667	33.33333333	9.803921569	78.43137255	11.76470588	3.731343284	76.86567164	19.40298507	NA	1.923076923	80.76923077	17.30769231	NA	NA	80	16	4	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	5	40	6	5	103	26	NA	1	42	9	NA	NA	20	4	1	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
ded	NA	100	10.52631579	36.84210526	52.63157895	6.896551724	86.20689655	NA	6.896551724	NA	20	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	7	10	2	25	NA	2	NA	2	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dee	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
def	NA	100	13.33333333	80	6.666666667	3.703703704	88.88888889	7.407407407	NA	NA	69.44444444	30.55555556	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	12	1	2	48	4	NA	NA	25	11	NA	NA	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
deg	25	75	7.692307692	92.30769231	NA	NA	66.66666667	33.33333333	NA	7.692307692	69.23076923	23.07692308	NA	NA	85.71428571	14.28571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6	1	12	NA	NA	12	6	NA	1	9	3	NA	NA	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dei	NA	100	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
del	NA	100	NA	88.88888889	11.11111111	3.389830508	77.96610169	18.6440678	NA	NA	83.33333333	3.333333333	13.33333333	NA	92.85714286	7.142857143	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	32	4	2	46	11	NA	NA	25	1	4	NA	13	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
dem	NA	100	14.28571429	64.28571429	21.42857143	NA	66.66666667	33.33333333	NA	NA	52.27272727	47.72727273	NA	11.11111111	66.66666667	22.22222222	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	9	3	NA	18	9	NA	NA	23	21	NA	1	6	2	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
den	NA	100	7.142857143	85.71428571	7.142857143	2.702702703	78.37837838	18.91891892	NA	NA	78.94736842	21.05263158	NA	NA	80	20	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	9	2	24	2	1	29	7	NA	NA	15	4	NA	NA	4	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
deo	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
dep	NA	NA	10	90	NA	1.666666667	81.66666667	16.66666667	NA	2.325581395	67.44186047	27.90697674	2.325581395	NA	33.33333333	66.66666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	18	NA	1	49	10	NA	1	29	12	1	NA	2	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
deq	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
der	16.66666667	83.33333333	15.38461538	61.53846154	23.07692308	2.702702703	81.08108108	16.21621622	NA	NA	57.14285714	42.85714286	NA	NA	66.66666667	33.33333333	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5	2	8	3	1	30	6	NA	NA	8	6	NA	NA	6	3	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
des	30	70	2.040816327	91.83673469	6.12244898	5.882352941	61.76470588	32.35294118	NA	NA	77.77777778	20	2.222222222	NA	73.33333333	26.66666667	NA	NA	100	NA	NA	NA	100	NA	NA	NA	NA	NA	3	7	1	45	3	4	42	22	NA	NA	35	9	1	NA	11	4	NA	NA	4	NA	NA	NA	1	NA	NA	NA	NA	NA
det	33.33333333	66.66666667	8	88	4	1.694915254	88.13559322	10.16949153	NA	2.941176471	73.52941176	17.64705882	5.882352941	NA	55.55555556	44.44444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	4	2	22	1	1	52	6	NA	1	25	6	2	NA	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
deu	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	NA	100	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA
dev	NA	100	9.090909091	81.81818182	9.090909091	3.333333333	90	6.666666667	NA	NA	100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	9	1	1	27	2	NA	NA	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
